code	prefLabel	broader	definition
20001119	regional cup	http://cv.iptc.org/newscodes/mediatopic/20001108	A competition where individuals or teams from a region of a country may participate. Called a *Cup*
20001120	regional games	http://cv.iptc.org/newscodes/mediatopic/20001108	A competition where individuals or teams from a region of a country may participate. Called *Games*
20001121	world championship	http://cv.iptc.org/newscodes/mediatopic/20001108	A competition where individuals or teams from the five continents may participate. Called *World Championship*
20001122	world cup	http://cv.iptc.org/newscodes/mediatopic/20001108	A competition where individuals or teams from the five continents may participate. Called *World Cup*
20001123	world games	http://cv.iptc.org/newscodes/mediatopic/20001108	A competition where individuals or teams from the five continents may participate. Called *World Games*
20001124	sport industry	http://cv.iptc.org/newscodes/mediatopic/15000000	Commercial issues related to sport
20001125	sport organization	http://cv.iptc.org/newscodes/mediatopic/15000000	Organizations or associations that govern sports
20001126	sport venue	http://cv.iptc.org/newscodes/mediatopic/15000000	Commercial facility for sporting event
20001128	weather forecast	http://cv.iptc.org/newscodes/mediatopic/17000000	The long- or short-term meteorological prediction and reporting of the upcoming weather for a given region
20001129	weather phenomena	http://cv.iptc.org/newscodes/mediatopic/17000000	Short- or long-term meteorological phenomena worthy of study, reporting or public advisory such as climate change, storms, heat waves or tornadoes
20001130	weather statistic	http://cv.iptc.org/newscodes/mediatopic/17000000	Numerical facts about the weather such as temperature, barometric pressure, river levels, humidity or high and low tides
20001131	weather warning	http://cv.iptc.org/newscodes/mediatopic/17000000	Alerts issued to the public about severe or notable weather in their area
20001132	cultural policy	http://cv.iptc.org/newscodes/mediatopic/20000621	Government policies related to the promotion and support of the arts
20001133	musical	http://cv.iptc.org/newscodes/mediatopic/20000029	A genre of music theatre in which singing and dancing play an essential part of the storytelling
20001134	operetta	http://cv.iptc.org/newscodes/mediatopic/20000029	A genre of music theatre that usually has a light or humorous theme where some of the libretto is usually spoken rather than sung.
20001135	art exhibition	http://cv.iptc.org/newscodes/mediatopic/20000038	Temporary presentation of art in museums, art halls or galleries
20001136	trade show or expo	http://cv.iptc.org/newscodes/mediatopic/20001371	Market place to display and trade goods or services
20001137	stock recommendation	http://cv.iptc.org/newscodes/mediatopic/20000396	An analyst's recommendation for particular stocks. May include the analyst*s price target for the stock.
20001138	buy recommendation	http://cv.iptc.org/newscodes/mediatopic/20001137	An analyst's recommendation to buy particular stocks. May include the analyst*s price target for the stock.
20001139	hold recommendation	http://cv.iptc.org/newscodes/mediatopic/20001137	An analyst's recommendation to hold particular stocks. May include the analyst*s price target for the stock.
20001140	sell recommendation	http://cv.iptc.org/newscodes/mediatopic/20001137	An analyst's recommendation to sell particular stocks. May include the analyst*s price target for the stock.
20001141	hot stock	http://cv.iptc.org/newscodes/mediatopic/20000396	Remarkable price movements of a particular stock.
20001142	recreational hiking and climbing	http://cv.iptc.org/newscodes/mediatopic/20000560	Sportive activities in the mountains including climbing and hiking
20001143	party	http://cv.iptc.org/newscodes/mediatopic/20000565	A social gathering of invited guests, often involving eating, drinking, dancing or the playing of games
20001144	civilian service	http://cv.iptc.org/newscodes/mediatopic/20000594	Unpaid service for the community as civilian
20001145	military service	http://cv.iptc.org/newscodes/mediatopic/20000599	Service by an individual in an army or militia. Service may be on a volunteer basis or a result of an involuntary draft or government requirement.
20001146	integration policy	http://cv.iptc.org/newscodes/mediatopic/20000621	Improving the co-existence of groups of the society
20001147	sports policies	http://cv.iptc.org/newscodes/mediatopic/20000621	Government policies regulating sports, including sports betting, performance enhancing drug laws and the promition of sports to children for health purposes
20001148	sports transaction	http://cv.iptc.org/newscodes/mediatopic/15000000	The transfer of an athlete from one team to another, the hiring or drafting of an athlete onto a team or the change in professional status of a player on a team
20001149	cross-country skiing	http://cv.iptc.org/newscodes/mediatopic/20001056	Nordic ski race competed in relatively-flat, snowy countryside on narrow skis.
20001150	Nordic combined	http://cv.iptc.org/newscodes/mediatopic/20001056	Competition combining cross-country skiing and ski jumping
20001151	short track speed skating	http://cv.iptc.org/newscodes/mediatopic/20000822	Races competed by four or more skaters at a time on a small oval ice track
20001152	artistic gymnastics	http://cv.iptc.org/newscodes/mediatopic/20000942	Gymnasts perform artistic and acrobatic moves on different apparatus. There are 6 events for men and 4 for women
20001153	Telemark skiing	http://cv.iptc.org/newscodes/mediatopic/20001056	Races combining downhill and cross-country skiing events with unique Telemark techniques and equipment.
20001154	chess	http://cv.iptc.org/newscodes/mediatopic/20000822	Competition between two players using a checkered board with 16 pieces to each side, each with specific ranges of movement depending on their identity
20001155	roller sports	http://cv.iptc.org/newscodes/mediatopic/20000822	Various competitions using wheeled equipment such as roller skates, inline skates, and skateboards.
20001156	skateboarding	http://cv.iptc.org/newscodes/mediatopic/20001155	Competitions involving stunts and acrobatic feats performed on a skateboard using various ramps and other obstacles
20001157	martial arts	http://cv.iptc.org/newscodes/mediatopic/20000822	Martial arts are codified systems and traditions of combat practices, which are practiced for a variety of reasons: self-defense, competition, physical health and fitness, entertainment, as well as mental, physical, and spiritual development.
20001158	start-up and entrepreneurial business	http://cv.iptc.org/newscodes/mediatopic/20000349	The process of designing, launching and running a new business
20001159	public contract	http://cv.iptc.org/newscodes/mediatopic/20000192	Written contracts between companies and public authorities for the execution of works, the supply of products or the provision of services.
20001160	handicrafts	http://cv.iptc.org/newscodes/mediatopic/20000243	The creators and sellers of crafts and the making and selling of the supplies used to make those crafts
20001161	Internet of Things	http://cv.iptc.org/newscodes/mediatopic/20000225	A network of devices using microchips, electronic sensors and communication by the Internet
20001162	asset management	http://cv.iptc.org/newscodes/mediatopic/20001370	Managing investments on behalf of others
20001163	client relationship management	http://cv.iptc.org/newscodes/mediatopic/20000192	Creating and maintaining a relationship with the customers to increase sales.
20001164	payment service	http://cv.iptc.org/newscodes/mediatopic/20001371	Services for executing payments including cash, cheque, credit card, debit card, direct debit, electronic funds transfer, internet banking, electronic and mobile payment.
20001165	capital goods	http://cv.iptc.org/newscodes/mediatopic/20000294	Durable goods used in the production of other goods or services.
20001166	railway manufacturing	http://cv.iptc.org/newscodes/mediatopic/20000294	Manufactures of rolling stock and suppliers for the maintenance and repair of railroads
20001167	medical equipment	http://cv.iptc.org/newscodes/mediatopic/20001354	Manufacture of medical and surgical devices for diagnosis and treatment such as optical and imaging equipment
20001168	pet product and service	http://cv.iptc.org/newscodes/mediatopic/20000243	Hygiene products, care and nutrition for pets
20001169	e-cigarette	http://cv.iptc.org/newscodes/mediatopic/20000322	An electronic cigarette is a battery-operated device with an atomizer and a cartridge containing either a nicotine or a non-nicotine liquid solution.
20001170	logistics	http://cv.iptc.org/newscodes/mediatopic/20000337	Supply chain, inventory management and transportation of products.
20001171	sharing economy	http://cv.iptc.org/newscodes/mediatopic/20000344	Peer-to-peer-based sharing of access to goods and services
20001172	small and medium enterprise	http://cv.iptc.org/newscodes/mediatopic/20000349	A small and medium enterprise (SME) is a company whose number of employees, balance and turnover cannot exceed certain limits set by the country where it is located
20001173	regulatory authority	http://cv.iptc.org/newscodes/mediatopic/20000593	Authority responsible for the regulation or supervision of a business sector.
20001174	regional development policy	http://cv.iptc.org/newscodes/mediatopic/20000621	Government or private policies, such as business incentives, aimed at the development of a region
20001175	synchronized swimming	http://cv.iptc.org/newscodes/mediatopic/20000822	A sport in which swimmers, in solo, duet or team configurations, perform coordinated or identical movements in time to music. They are judged and are awarded points for body position, control, and the degree of difficulty of the moves.
20001176	rugby	http://cv.iptc.org/newscodes/mediatopic/20000822	A form of football developed in Rugby (England) played with an oval ball that may be kicked, carried and passed from hand to hand. Points are scored when one team carries the ball over the other team's goal line or kicks the ball between two goal posts.
20001177	Olympic Games	http://cv.iptc.org/newscodes/mediatopic/20001108	Games organized by the International Olympic Committee and held each 4 years in summer or winter.
20001178	Paralympic Games	http://cv.iptc.org/newscodes/mediatopic/20001108	Games for disabled athletes organized by the International Paralympic Committee and held each 4 years in winter or summer
20001179	series	http://cv.iptc.org/newscodes/mediatopic/20000002	A connected set of fictional or non-fictional program episodes that run under the same title.
20001180	drama (theatre)	http://cv.iptc.org/newscodes/mediatopic/20000029	A genre of theatre where dramatic or comedic plays are performed on the stage
20001181	festival	http://cv.iptc.org/newscodes/mediatopic/20000002	Events showcasing artistic endeavors, often regularly occurring, such as dance, music, theater, poetry or comedy festivals
20001182	social media	http://cv.iptc.org/newscodes/mediatopic/20000045	Content created to be shared within online social networks
20001183	eSports	http://cv.iptc.org/newscodes/mediatopic/20000822	Competitions involving video games played by professional gamers
20001184	hip hop	http://cv.iptc.org/newscodes/mediatopic/20000021	A genre of music developed in African American communities in the United States in the 1970s which consists of rapping usually with an electronic backing
20001185	r&b	http://cv.iptc.org/newscodes/mediatopic/20000021	A genre of music originated in African American communities in the 1940s and featuring soulful vocals
20001186	heavy metal	http://cv.iptc.org/newscodes/mediatopic/20000021	A genre of loud, aggressive rock music that was developed in the late 1960s and early 1970s
20001187	dance band music	http://cv.iptc.org/newscodes/mediatopic/20000021	A Swedish genre of music characterized by music inspired by swing, schlager, country, jazz and rock that is often danced to in pairs
20001188	electronic dance music	http://cv.iptc.org/newscodes/mediatopic/20000021	A genre of music that employs electronic instruments and is primarily made for nightclubs, raves, and festivals
20001189	children's music	http://cv.iptc.org/newscodes/mediatopic/20000021	A genre of music featuring songs composed and performed for children
20001190	stand-up comedy	http://cv.iptc.org/newscodes/mediatopic/20000029	A comic style in which a comedian performs a series of jokes or stories in front of a live audience, usually speaking directly to them
20001191	cabaret	http://cv.iptc.org/newscodes/mediatopic/20000029	A form of theatrical entertainment featuring music, song, dance, recitation, or drama that is performed in a nightclub or restaurant while the audience eats or drinks at tables
20001192	influencers	http://cv.iptc.org/newscodes/mediatopic/20001182	Persons who distribute content on internet forums and social media and are followed by many people thereby influencing them to buy and use products
20001193	sexual misconduct	http://cv.iptc.org/newscodes/mediatopic/20000802	Unwanted behavior of a sexual nature that is of lesser offense than felony sexual assault, particularly when behavior occurs in a normally non-sexual situation, or where there is some aspect of personal power or authority involved
20001194	accounting crime	http://cv.iptc.org/newscodes/mediatopic/20000087	The intentional misrepresentation or alteration of accounting records regarding sales, revenues, expenses and other factors
20001195	tax evasion	http://cv.iptc.org/newscodes/mediatopic/20000097	The illegal evasion of taxes by individuals, corporations, and trusts
20001196	reckless driving	http://cv.iptc.org/newscodes/mediatopic/20000082	Serious traffic violations that are likely to, or have led to, the endangerment, injury or death of a person or persons, or the endangerment of or significant property damage
20001197	administrative law	http://cv.iptc.org/newscodes/mediatopic/20000121	Body of law that governs the actions of governmental administrative agencies
20001198	court-ordered psychiatric treatment	http://cv.iptc.org/newscodes/mediatopic/20000134	Psychiatric treatment imposed upon persons with mental health conditions in prisons and jails or as a condition of probation, supervision or parole
20001199	suspended sentence	http://cv.iptc.org/newscodes/mediatopic/20000134	Legal arrangement where a judge delays the serving of a sentence by a person who has been found guilty of a crime in order to give them a probationary period
20001200	dropped criminal investigation	http://cv.iptc.org/newscodes/mediatopic/20000131	When police and/or prosecutors end an investigation without a conclusion
20001201	wildlife traffic accident	http://cv.iptc.org/newscodes/mediatopic/20000147	Traffic accidents involving wild animals
20001202	wildfire	http://cv.iptc.org/newscodes/mediatopic/20000150	An uncontrolled fire in an area of combustible vegetation
20001203	textile arts	http://cv.iptc.org/newscodes/mediatopic/20000031	Arts and crafts that use plant, animal, or synthetic fibres to construct practical or decorative object
20001204	woodworking	http://cv.iptc.org/newscodes/mediatopic/20000031	The activity or skill of making items, such as furniture or cabinets, from wood
20001205	forging	http://cv.iptc.org/newscodes/mediatopic/20000031	The shaping of metal using localized compressive forces, such as heating and hammering
20001206	self-employment	http://cv.iptc.org/newscodes/mediatopic/20000509	A situation in which an individual works for themselves as a freelancer or business owner instead of working for an employer that pays a salary or a wage
20001207	biofuel	http://cv.iptc.org/newscodes/mediatopic/20000256	Fuel that is derived from biomass, such as ethanol
20001208	geothermal power	http://cv.iptc.org/newscodes/mediatopic/20000257	Thermal energy that is generated and stored in the Earth
20001209	solar power	http://cv.iptc.org/newscodes/mediatopic/20000257	Electricity generated and harvested from the sun's rays
20001210	hydroelectric power	http://cv.iptc.org/newscodes/mediatopic/20000257	Electricity produced from hydropower when water flows through turbines
20001211	wind power	http://cv.iptc.org/newscodes/mediatopic/20000257	Electricity that is generated by kinetic energy of wind, usually produced by windmills or turbines
20001212	religious school	http://cv.iptc.org/newscodes/mediatopic/20000400	School that has a religious component in its operations or its curriculum
20001213	public school	http://cv.iptc.org/newscodes/mediatopic/20000400	Schools maintained by public funds, usually government-imposed taxes
20001214	private school	http://cv.iptc.org/newscodes/mediatopic/20000400	Schools maintained by private funds and organizations
20001215	independent and charter school	http://cv.iptc.org/newscodes/mediatopic/20000400	Schools funded by money from taxes via government, but run by companies, organizations or cooperatives
20001216	vocational education	http://cv.iptc.org/newscodes/mediatopic/05000000	Education that provides students with practical experience and training in a particular occupational field. It is sometimes referred to as career education or technical education
20001217	educational grading	http://cv.iptc.org/newscodes/mediatopic/05000000	The evaluation of a student's achievement on a test, assignment or course and the policies and methods around assigning those grades
20001218	pandemic	http://cv.iptc.org/newscodes/mediatopic/20000449	An epidemic of infectious disease that has spread across a large region or even worldwide
20001219	drug rehabilitation	http://cv.iptc.org/newscodes/mediatopic/20000464	Medical or psychotherapeutic treatment for dependency on substances such as alcohol, prescription and controlled drugs
20001220	general practice	http://cv.iptc.org/newscodes/mediatopic/20000487	The treatment of a wide range of acute and long-term medical conditions and symptoms
20001221	emergency care	http://cv.iptc.org/newscodes/mediatopic/20000464	Immediate care of patients with critical medical emergencies, either inside or outside of a hospital
20001222	orthopedics	http://cv.iptc.org/newscodes/mediatopic/20000487	A medical specialization that focuses on conditions involving the musculoskeletal system
20001223	oncology	http://cv.iptc.org/newscodes/mediatopic/20000487	A medical specialization that focuses on the prevention, diagnosis, and treatment of cancer
20001224	radiology	http://cv.iptc.org/newscodes/mediatopic/20000487	A medical specialization that focuses on the use of medical imaging (such as x-rays) and radiation to diagnose and sometimes also treat diseases within the body
20001225	eye care	http://cv.iptc.org/newscodes/mediatopic/20000487	The medical profession and field of study devoted to diagnosing, preventing and treating eye conditions
20001226	surgical medicine	http://cv.iptc.org/newscodes/mediatopic/20000487	A medical specialization that focuses on the treatment of injuries or disorders of the body by incision or manipulation, especially with instruments
20001227	psychiatry	http://cv.iptc.org/newscodes/mediatopic/20000487	A medical specialization that focuses on the diagnosis, prevention and treatment of mental disorders
20001228	surgery	http://cv.iptc.org/newscodes/mediatopic/20000464	The use of incisions made by medical instruments to investigate or treat a medical condition or injury
20001229	healthcare clinic	http://cv.iptc.org/newscodes/mediatopic/20000461	Local medical facility or doctor's office associated with a general medicine practice, staffed by one or many doctors, focusing on outpatient treatment or giving recommendations to visit a specialist or hospital
20001230	environmental, social and governance policy (ESG)	http://cv.iptc.org/newscodes/mediatopic/20000199	A company's business practices reflecting responsible social, ethical and environmental policies, sometimes known as corporate social responsibility
20001231	mixed martial arts	http://cv.iptc.org/newscodes/mediatopic/20001157	A full-contact combat sport using techniques from various combat sports and martial arts
20001232	elderly care	http://cv.iptc.org/newscodes/mediatopic/20000817	The long-term care of the elderly provided by residential institutions or by paid daily help in the home
20001233	name ceremony	http://cv.iptc.org/newscodes/mediatopic/20000501	Event at which an infant, youth, or adult is given a name
20001234	graduation	http://cv.iptc.org/newscodes/mediatopic/20000501	A ceremony, also known as commencement, at which a person receives a diploma or academic degree
20001235	funeral and memorial service	http://cv.iptc.org/newscodes/mediatopic/20000501	A ceremony to memorialise a deceased person
20001236	wedding	http://cv.iptc.org/newscodes/mediatopic/20000501	Marriage ceremony and the events and parties surrounding it, such as wedding receptions, engagement parties, bridal showers and bachelor or bachelorette parties
20001237	anniversary	http://cv.iptc.org/newscodes/mediatopic/08000000	The celebration or commemoration of a significant amount of years since an event or a notable person's birth or death
20001238	birthday	http://cv.iptc.org/newscodes/mediatopic/08000000	A celebration on the anniversary of a person's birth.
20001239	exercise and fitness	http://cv.iptc.org/newscodes/mediatopic/20001339	Physical activity with the purpose to maintain and improve health and wellness, gain stamina or for enjoyment
20001240	bodybuilding	http://cv.iptc.org/newscodes/mediatopic/20000822	Competitions where participants perform specific poses to display their muscles that have been strengthened and enlarged through strenuous exercise. Competitors are judged based on criteria such as symmetry, muscularity and conditioning.
20001241	horseback riding	http://cv.iptc.org/newscodes/mediatopic/20000560	The riding of horses for leisure or light exercise.
20001242	steeplechase (athletics)	http://cv.iptc.org/newscodes/mediatopic/20000827	Obstacle race in athletics including barriers and water jumps
20001243	oil and gas	http://cv.iptc.org/newscodes/mediatopic/20000256	The exploration, extraction, refining, transporting and marketing of petroleum products and natural gas
20001244	utilities	http://cv.iptc.org/newscodes/mediatopic/20000209	The providing of basic services to the public, such as supplying water, waste removal, heating and cooling
20001245	infrastructure projects	http://cv.iptc.org/newscodes/mediatopic/20000235	The construction of the fundamental facilities and systems serving a country, city, or other area, including roads, bridges, dams, tunnels, telecommunications and electrical grids
20001246	commercial building	http://cv.iptc.org/newscodes/mediatopic/20000235	The construction of buildings for commerce and business, including office buildings, retail shops, restaurants, hotels and stadiums
20001247	collecting	http://cv.iptc.org/newscodes/mediatopic/20000550	The hobby of seeking, locating, acquiring, organizing, cataloging, displaying, storing or maintaining items that are of interest to an individual collector
20001248	cosmetics	http://cv.iptc.org/newscodes/mediatopic/20000011	Products applied to the body to enhance appearance, such as lipstick, eyeliner, foundation and nail polish, and the trends surrounding the application of these products
20001249	hairstyles	http://cv.iptc.org/newscodes/mediatopic/20000011	Trends surrounding the cutting and styling of hair
20001250	body modification	http://cv.iptc.org/newscodes/mediatopic/20000572	Actions taken to permanently or semi-permanently change body appearance, such as piercing and tattooing
20001251	tattooing	http://cv.iptc.org/newscodes/mediatopic/20001250	A form of body modification where a design is made by inserting ink, dyes and pigments into the dermis layer of the skin to permanently change the pigment
20001252	piercing	http://cv.iptc.org/newscodes/mediatopic/20001250	A form of body modification involving the puncturing or cutting of a part of the human body, creating an opening in which jewelry may be worn or where an implant could be inserted
20001253	cooking and baking	http://cv.iptc.org/newscodes/mediatopic/20000568	Interest in preparing meals or baked goods
20001254	beer, wine and spirits	http://cv.iptc.org/newscodes/mediatopic/20000568	Interest in the consumption, production and collection of alcoholic beverages
20001255	home renovation	http://cv.iptc.org/newscodes/mediatopic/20000570	Interest in renovating one's property
20001256	interior decoration	http://cv.iptc.org/newscodes/mediatopic/20000570	Interest in decorating one's home
20001257	gardening	http://cv.iptc.org/newscodes/mediatopic/20000570	Interest in working in one's garden
20001258	consumer electronics	http://cv.iptc.org/newscodes/mediatopic/20000243	Electronic devices, such as computers, smart phones or televisions, designed and sold for personal use
20001259	political party convention	http://cv.iptc.org/newscodes/mediatopic/20000593	Meeting of political party to nominate a candidate, choose a party leader or set policy
20001260	political committee	http://cv.iptc.org/newscodes/mediatopic/20000593	A legislative sub-group that focuses on a specific area or action
20001261	head of government	http://cv.iptc.org/newscodes/mediatopic/20000593	The highest official in the executive branch of a political entity
20001262	public inquiry	http://cv.iptc.org/newscodes/mediatopic/20000593	An official review of events or actions ordered by a government body, including royal commissions
20001263	church elections	http://cv.iptc.org/newscodes/mediatopic/20000574	Elections to choose leaders to run church organizations at various levels
20001264	infrastructure policy	http://cv.iptc.org/newscodes/mediatopic/20000621	Policies regarding the development and maintenance of the fundamental facilities of a country, city or other area, such as communication, transportation and distribution networks
20001265	local government policy	http://cv.iptc.org/newscodes/mediatopic/20000621	Policies for the development and maintenance of a local government area
20001266	political debates	http://cv.iptc.org/newscodes/mediatopic/20000574	Organized debates between political candidates during their election campaign
20001267	Midsummer	http://cv.iptc.org/newscodes/mediatopic/20000552	Northern European celebrations that accompany the Summer solstice
20001268	National day	http://cv.iptc.org/newscodes/mediatopic/20000552	A designated day to celebrate a nation
20001269	New year	http://cv.iptc.org/newscodes/mediatopic/20000552	The celebration of the end of one calendar year and the start of next
20001270	Halloween	http://cv.iptc.org/newscodes/mediatopic/20000551	A celebration observed in a number of countries on 31 October with activities including trick-or-treating, wearing costumes, carving pumpkins, visiting haunted attractions, telling scary stories and watching horror films
20001271	All Saints Day	http://cv.iptc.org/newscodes/mediatopic/20000690	Christian festival celebrated in honor of all the saints, known and unknown. Holiday is also known as All Hallows' Day, Hallowmas, Feast of All Saints or Solemnity of All Saints.
20001272	Walpurgis night	http://cv.iptc.org/newscodes/mediatopic/20000690	The eve of the Christian feast day of Saint Walpurga, an 8th-century abbess in Francia, celebrated on the night of 30 April and the day of 1 May
20001273	baptism	http://cv.iptc.org/newscodes/mediatopic/20000696	A Christian religious rite, sometimes also called a Christening, involving the sprinkling of holy water onto a person's forehead or immersing them in water, symbolizing purification and admission to the Church
20001274	contraception	http://cv.iptc.org/newscodes/mediatopic/20000784	A method or device used to prevent pregnancy
20001275	gig economy	http://cv.iptc.org/newscodes/mediatopic/20000523	a labor market consisting of individual suppliers on short-term contracts or freelance work as opposed to permanent jobs, such as drivers or delivery workers
20001276	parental leave	http://cv.iptc.org/newscodes/mediatopic/20000509	Time off work to give birth or care for a child
20001277	volunteering	http://cv.iptc.org/newscodes/mediatopic/20000509	Unpaid work undertaken freely by individuals as a service to others
20001278	cooperative	http://cv.iptc.org/newscodes/mediatopic/20000349	An organization which is owned and run jointly by its members, who share the profits or benefits of their work
20001279	cryptocurrency	http://cv.iptc.org/newscodes/mediatopic/20000355	An internet-based medium of exchange using cryptography to conduct financial transactions
20001280	hurricane	http://cv.iptc.org/newscodes/mediatopic/20000157	A type of storm also called a tropical cyclone, which forms over tropical or subtropical waters
20001281	racquetball	http://cv.iptc.org/newscodes/mediatopic/20000822	A racquet sport similar to squash in which the ball must bounce once before being struck and with a greater area of in-bound play
20001282	ringette	http://cv.iptc.org/newscodes/mediatopic/20000822	A team sport usually played on ice by skaters using a straight stick. Players pass and shoot a rubber ring in order to place it in the opponent's goal
20001283	human smuggling and trafficking	http://cv.iptc.org/newscodes/mediatopic/20000082	The illegal transporting of people from one country or area to another. When the result is forced labor or sexual exploitation, the crime is considered trafficking.
20001284	bullying	http://cv.iptc.org/newscodes/mediatopic/20000802	Taking actions meant to harm, coerce and intimidate another person perceived as vulnerable. These actions can be taken in person or online.
20001285	vandalism	http://cv.iptc.org/newscodes/mediatopic/20000082	Deliberately damaging or destroying public or private property
20001286	arm wrestling	http://cv.iptc.org/newscodes/mediatopic/20000822	A form of wrestling in which two participants grapple arm-to-arm
20001287	supreme and high court	http://cv.iptc.org/newscodes/mediatopic/20000107	matters related to supreme or high courts, including nominations and rulings
20001288	indigenous people	http://cv.iptc.org/newscodes/mediatopic/20000788	People who are the original owners and caretakers of a given region, also known as native peoples, first peoples or aboriginal peoples, in contrast to groups that have settled, occupied or colonized the area more recently
20001289	sales channel	http://cv.iptc.org/newscodes/mediatopic/20000209	Indirect or direct ways of bringing products or services to market so that they can be purchased by consumers
20001290	public housing	http://cv.iptc.org/newscodes/mediatopic/20000817	Housing that is owned or managed by a government or nonprofit organization and rented to tenants with the aim of making housing affordable. Eligibility for such housing arrangements varies country to country.
20001291	heating and cooling	http://cv.iptc.org/newscodes/mediatopic/20001244	The business of supplying heat, cooling and ventilation to private residences and commercial buildings
20001292	economic development incentive	http://cv.iptc.org/newscodes/mediatopic/20000345	The offer of funds, financial incentive programmes or subsidies to stimulate businesses and the economy
20001293	streaming service	http://cv.iptc.org/newscodes/mediatopic/20000304	Providers of entertainment (music, movies, series, etc.) that deliver the content via an internet connection to the subscriber's computer, TV or mobile device
20001294	crowdfunding	http://cv.iptc.org/newscodes/mediatopic/20000183	The funding of a project or venture by raising small amounts of money from a large number of people, typically via the internet
20001295	outsourcing	http://cv.iptc.org/newscodes/mediatopic/20000192	Business practice in which services or job functions are farmed out to a third party
20001296	shopping mall	http://cv.iptc.org/newscodes/mediatopic/20000252	A large building or series of connected buildings that contain a variety of retail stores and food vendors
20001297	shopping district and high street	http://cv.iptc.org/newscodes/mediatopic/20000252	Primary retail streets of towns or cities containing individual stores and restaurants
20001298	artificial intelligence	http://cv.iptc.org/newscodes/mediatopic/20000763	An attempt to let computers simulate how the human brain works by applying statistical, heuristic or machine learning methods and algorithms to large datasets. Enables a long range of automatic functions like image recognition and categorization.
20001299	surveillance	http://cv.iptc.org/newscodes/mediatopic/20000129	Monitoring the activities of the individual through the use of cameras and data in order to prevent or uncover criminal activities
20001300	privacy	http://cv.iptc.org/newscodes/mediatopic/20000587	The right of an individual or group to keep information about themselves private
20001301	sport achievement	http://cv.iptc.org/newscodes/mediatopic/15000000	Records or honors earned by athletes for their performance
20001302	sports record	http://cv.iptc.org/newscodes/mediatopic/20001301	The best performance to date by an athlete or team in a sport discipline
20001303	sports medal and trophy	http://cv.iptc.org/newscodes/mediatopic/20001301	Award given to an athlete or team for placing in a sports competition, such as a gold medal at the Olympics or the Stanley Cup in ice hockey
20001304	sports honor	http://cv.iptc.org/newscodes/mediatopic/20001301	Honor given to a player for achievements over a career, season or single event, unrelated to event outcome, usually awarded by a panel of judges or a popular vote. Examples include player of the game, most valuable player award or hall of fame induction.
20001305	padel	http://cv.iptc.org/newscodes/mediatopic/20000822	Racket sport typically played in doubles on an enclosed court
20001306	kiting	http://cv.iptc.org/newscodes/mediatopic/20000822	Action sport where a person harnesses the power of the wind to propel themselves across water, land or snow on a board, snowboard or skis. Variations of the sport are called kiteboarding/kitesurfing, snowkiting or landkiting.
20001307	stand up paddleboarding (SUP)	http://cv.iptc.org/newscodes/mediatopic/20000822	Water sport using a board and paddle to propel through the water while standing
20001308	krav maga	http://cv.iptc.org/newscodes/mediatopic/20001157	Fighting and self-defense sport that combines elements from aikido, boxing, judo, karate and wrestling
20001309	cheerleading	http://cv.iptc.org/newscodes/mediatopic/20000822	Cheer squads competing against each other to perform a routine that includes stunts, jumps and tumbling set to music. Squads are judged on difficulty and execution.
20001310	kickboxing	http://cv.iptc.org/newscodes/mediatopic/20001157	Stand-up combat sport based on kicking and punching an opponent
20001311	sombo (martial art)	http://cv.iptc.org/newscodes/mediatopic/20001157	Style of martial art originating in the Soviet Union that is recognized as a form of amateur wrestling
20001312	political leadership	http://cv.iptc.org/newscodes/mediatopic/20000593	Positions of leadership within political parties and discussion around whether leadership changes need to be made
20001313	shootings	http://cv.iptc.org/newscodes/mediatopic/20000082	An act of violence committed by individuals with the use of armed weapons
20001314	animal abuse	http://cv.iptc.org/newscodes/mediatopic/20000082	The infliction of cruelty or neglect onto animals by humans
20001315	zoo	http://cv.iptc.org/newscodes/mediatopic/20000553	A park where visitors can see both wild and tame animals that are kept in cages or enclosed areas
20001316	border dispute	http://cv.iptc.org/newscodes/mediatopic/20000638	Diplomatic issues between two countries regarding territorial borders
20001317	child care	http://cv.iptc.org/newscodes/mediatopic/20000817	Services and facilities that look after children while their parents are working or away, including daycare centers and programs
20001318	pest and pest control	http://cv.iptc.org/newscodes/mediatopic/20000500	Animals or insects that invade a human space causing destruction or unsanitary conditions and the methods for controlling or eradicating them
20001319	disinformation and misinformation	http://cv.iptc.org/newscodes/mediatopic/20000045	The spread of false information regardless of intent
20001320	torture	http://cv.iptc.org/newscodes/mediatopic/20000082	Intentionally inflicting severe physical or psychological pain in order to punish the victim or get the victim to take an action or give information
20001321	drowning	http://cv.iptc.org/newscodes/mediatopic/20000139	When a person's airpipe and lungs become filled with water causing death or injury, most often caused by falling into or bathing in rivers, lakes or the ocean
20001322	poisoning	http://cv.iptc.org/newscodes/mediatopic/20000446	When a substance in sufficient quantity adversely affects the body and its functions
20001323	sports coaching	http://cv.iptc.org/newscodes/mediatopic/15000000	The staff responsible for the training and on-field management of a sports team
20001324	sports management and ownership	http://cv.iptc.org/newscodes/mediatopic/15000000	The executive leadership and owners of a sports team
20001325	sports officiating	http://cv.iptc.org/newscodes/mediatopic/15000000	Referees, umpires and other staff who enforce the rules of a sport from on the field of play
