code	name	definition
15055000	softball	Similar to baseball but with a larger and softer ball, a thinner bat, shorter gaps between bases and less innings 
15056000	speed skating	Timed races competed by two skaters at a time on an oval ice track 
15056001	500 m	Speed skating race over 500m 
15056002	1000 m	Speed skating race over 1000m 
15056003	1500 m	Speed skating race over 1500m 
15056004	3000 m	Speed skating race over 3000m 
15056005	5000 m	Speed skating race over 5000m 
15056006	10000 m	Speed skating race over 10000m 
15056007	Short-track	Races of four or more skaters on an oval ice track. Qualifying, semi-finals and finals determine winners. 
15056008	st 500 m	Short track speed skate race over 500m 
15056009	st 1000m	Short track speed skate race over 1000m 
15056010	st 1500m	Short track speed skate race over 1500m 
15056011	st 3000m	Short track speed skate race over 3000m 
15056012	st 3000m relay	Short track relay speed skate race over 3000m 
15056013	st 5000m	Short track speed skate race over 5000m 
15056014	st 5000m relay	Short track relay speed skate race over 5000m 
15057000	speedway	Fast track 
15058000	sports organisations	Organisations responsible for a specific sport 
15058001	IOC	International Olympic Committee 
15058002	international federation	A body responsible for the international coordination of a specific sport 
15058003	continental federation	A body responsible for the continental coordination of a specific sport 
15058004	national federation	A body responsible for the national coordination of a specific sport 
15058005	GAISF	General Association of International Sports Federations 
15059000	squash	A racket sport of strategy and endurance played by singles or doubles teams in a walled court with a small rubber ball 
15060000	sumo wrestling	A combat sport of speed and rapidity with much ceremony where two contestants try to throw or slap a competitor out of a marked area. Generally practiced in Japan by large men. 
15061000	surfing	Water sport where contestants catch and ride waves upright on a surfboard 
15062000	swimming	A water sport where contestants swim as fast as possible in a given style and win races by being the first to touch home 
15062001	50 m freestyle	Competitors cover 50m in any style, though front crawl is universally employed 
15062002	100 m freestyle	Competitors cover 100m in any style, though front crawl is universally employed 
15062003	200 m freestyle	Competitors cover 200m in any style, though front crawl is universally employed 
15062004	400 m freestyle	Competitors cover 400m in any style, though front crawl is universally employed 
15062005	800 m freestyle	Competitors cover 800m in any style, though front crawl is universally employed 
15062006	1500 m freestyle	Competitors cover 1500m in any style, though front crawl is universally employed 
15062007	relay 4x50 m freestyle	Teams of four swimmers cover 50m freestyle in a 200m race 
15062008	relay 4x100 m freestyle	Teams of four swimmers cover 100m freestyle in a 400m race 
15062009	relay 4x200 m freestyle	Teams of four swimmers cover 200m freestyle in a 800m race 
15062010	50 m backstroke	Competitors cover 50m in the backstroke style 
15062011	100 m backstroke	Competitors cover 100m in the backstroke style 
15062012	200 m backstroke	Competitors cover 200m in the backstroke style 
15062013	50 m breaststroke	A 50m race in the breaststroke style, on the front, effecting forward and outward push movements with the arms and backward and outward pushes with the legs 
15062014	100 m breaststroke	A 100m race in the breaststroke style, on the front, effecting forward and outward push movements with the arms and backward and outward pushes with the legs 
15062015	200 m breaststroke	A 200m race in the breaststroke style, on the front, effecting forward and outward push movements with the arms and backward and outward pushes with the legs 
15062016	50 m butterfly	A 50m butterfly race, swum on the front with the shoulders remaining parallel to the water both arms moving in simultaneous windmill fashion, the legs remain together and are moved in a flapping motion. The most physical of all styles. 
15062017	100 m butterfly	A 100m butterfly race, swum on the front with the shoulders remaining parallel to the water both arms moving in simultaneous windmill fashion, the legs remain together and are moved in a flapping motion. The most physical of all styles 
15062018	200 m butterfly	A 200m butterfly race, swum on the front with the shoulders remaining parallel to the water both arms moving in simultaneous windmill fashion, the legs remain together and are moved in a flapping motion. The most physical of all styles 
15062019	100 m medley	Swimmers complete four laps, each in a different style and in this order: butterfly, backstroke, breaststroke and freestyle, covering a total of 100m. 
15062020	200 m medley	Swimmers complete four laps, each in a different style and in this order: butterfly, backstroke, breaststroke and freestyle, covering a total of 200m. 
15062021	400 m medley	Swimmers complete eight laps, two in each style and in this order: butterfly, backstroke, breaststroke and freestyle, covering a total of 400m. 
15062022	relay 4x50 m medlay	A relay team of four, each of whom completes a single lap and each in a different style in this order: backstroke, breaststroke, butterfly and freestyle in a race of 200m total. 
15062023	relay4x100 m medley	A relay team of four, each of whom completes two laps and each in a different style in this order: backstroke, breaststroke, butterfly and freestyle in a race of 400m total. 
15062024	short course	Races competed in a 25m length pool 
15062025	synchronised technical routine	Contestants obtain points from 10 sitting judges by executing certain synchronised artistic shapes and movements in the water. In the technical programme, competitors must execute a range of specific moves in a given order. 
15062026	synchronised free routine	In the free programme, music, movements and their order of execution are not restricted. 
15063000	table tennis	A racket sport for two or four (in doubles), who compete at a table divided by a net using a small bat to play a lightweight ball 
15064000	Taekwon-Do	A martial art of Korean origin 
15064001	under 49 kg	Weight category in Taekwon-Do
15064002	under 58 kg	Weight category in Taekwon-Do
15064003	49-57 kg	Weight category in Taekwon-Do
15064004	58-68 kg	Weight category in Taekwon-Do
15064005	57-67 kg	Weight category in Taekwon-Do
15064006	68-80 kg	Weight category in Taekwon-Do
15064007	over 67 kg	Weight category in Taekwon-Do
15064008	over 80 kg	Weight category in Taekwon-Do
15065000	tennis	A sport where two players, four in doubles, equipped with a racket compete by hitting the ball over a net into the opponent's side of the court with the aim of putting it out of reach within the regulation lines, thus winning points. 
15065001	soft tennis	Tennis with a soft rubber ball. (Programme of National Sports Festival in Japan) 
15066000	triathlon	An endurance multi-sport where competitors first swim, then cycle and then run a road race. Distances vary according to the competition, the Olympic version being 1.5, 40 and 10km respectively. 
15066001	triathlon swimming	Triathlon event 
15066002	triathlon cycling	Triathlon event 
15066003	triathlon run	Triathlon event 
15067000	volleyball	Two teams of six record points by hitting a ball over a net into the opponent's half of the court, keeping it in the air at all times. Points are won when opponents fail to return the ball. 
15067001	beach volleyball	Two teams of two players compete on a sand court. Unlike indoor volleyball, points are scored only when the serving team wins a rally or forces an error. The sand surface makes it more physically demanding than volleyball. 
15068000	water polo	Played in a pool between two teams of 7, who must stay afloat and can only use one hand to pass the ball or swim with it before trying to throw it into the opponents net to score goals. 
15069000	water skiing	On one or two skis contestants are pulled by a power boat along the water's surface 
15069001	slalom	Speed event where contestants round a course marked out by buoys 
15069002	trick	Skiers perform a maximum of figures in a limited time period 
15069003	jump	Skiers perform as long a jump as possible from a ramp in the water 
15069004	combined	A combined event made up of the slalom, jump and trick 
15070000	weightlifting	A strength test where competitors lift as heavy a weight as possible 
15070001	snatch	The bar must be lifted from floor to above the head in one movement 
15070002	clean and jerk	The bar is first lifted to the shoulders and then jerk it above the head and keep it there while maintaining straight legs 
15070003	48 kg	Competitor weight category in weightlifting
15070004	53 kg	Competitor weight category in weightlifting
15070005	63 kg	Competitor weight category in weightlifting
15070006	75 kg	Competitor weight category in weightlifting
15070007	over 75 kg	Competitor weight category in weightlifting
15070008	56 kg	Competitor weight category in weightlifting
15070009	62 kg	Competitor weight category in weightlifting
15070010	69 kg	Competitor weight category in weightlifting
15070011	77 kg	Competitor weight category in weightlifting
15070012	85 kg	Competitor weight category in weightlifting
15070013	94 kg	Competitor weight category in weightlifting
15070014	105 kg	Competitor weight category in weightlifting
15070015	over 105 kg	Competitor weight category in weightlifting
15070016	powerlifting	A strength test where competitors lift as heavy a weight as possible 
15071000	windsurfing	Contestants must complete a marked out course as fast as possible on a windsurf board 
15071001	ocean	Races on the open seas 
15071002	lake	Races competed on lakes 
15071003	river	Races competed on rivers 
15071004	land	Races competed on land with a board equipped with wheels 
15072000	wrestling	Combat sport where each wrestler attempts to win over his adversary, by holding both shoulders on the ground (fall) long enough to be in control. Points can also be decisive. 
15072001	freestyle	A style where leg holds are allowed 
15072002	greco-roman	A style where the only holds allowed are those between the head and the belt 
15072003	over 130 kg	Competitor weight category in wrestling
15072004	130 kg	Competitor weight category in wrestling
15072005	97 kg	Competitor weight category in wrestling
15072006	85 kg	Competitor weight category in wrestling
15072007	76 kg	Competitor weight category in wrestling
15072008	69 kg	Competitor weight category in wrestling
15072009	63 kg	Competitor weight category in wrestling
15072010	58 kg	Competitor weight category in wrestling
15072011	54 kg	Competitor weight category in wrestling
15072012	Swiss wrestling	Traditional Swiss sport similar to wrestling with specific rules 
15073000	sports event	Sports meeting 
15073001	Summer Olympics	Summer Olympics 
15073002	Winter Olympics	Winter Olympics 
15073003	Summer universiade	Summer universiade 
15073004	Winter Universiade	Winter Universiade 
15073005	Commonwealth Games	Commonwealth Games 
15073006	Winter Goodwill Games	Winter Goodwill Games 
15073007	Summer Asian Games	Summer Asian Games 
15073008	Winter Asian Games	Winter Asian Games 
15073009	Panamerican Games	Panamerican Games 
15073010	African Games	African Games 
15073011	Mediterranean Games	Mediterranean Games 
15073012	SouthEast Asiatic Games	SouthEast Asiatic Games 
15073013	PanPacific Games	PanPacific Games 
15073014	SouthPacific Games	SouthPacific Games 
15073015	PanArabic Games	PanArabic Games 
15073016	Summer Goodwill Games	Summer Goodwill Games 
15073017	World games	A competition featuring world class athletes 
15073018	World Cup	Sports meeting with competitors from the five continents 
15073019	intercontinental cup	Sports meeting bringing together competitors from different continents 
15073020	continental cup	Sports meeting where competitors come from a single continent 
15073021	international cup	Sports meeting where competitors come from several nations 
15073022	National Cup	Sports meeting where competitors come from a single nation 
15073023	interregional cup	Sports meeting where competitors come from several regions 
15073024	regional cup	Sports meeting where competitors come from a single region 
15073025	league cup	A competition within a sports league 
15073026	world championship	A championship where competitors from the five continents take part 
15073027	intercontinental championship	A championship where competitors from the different continents take part 
15073028	continental championship 1st level	A championship where top level competitors from a single continent take part 
15073029	continental championship 2nd level	A championship where second string competitors from a single continent take part 
15073030	continental championship 3rd level	A championship where third string competitors from a single continent take part 
15073031	national championship 1st level	A championship where top level competitors from a single nation take part 
15073032	national championship 2nd level	A championship where second string competitors from a single continent take part 
15073033	national championship3rdlevel	A championship where third string competitors from a single continent take part 
15073034	national championship 4th level	A championship where fourth string competitors from a single continent take part 
15073035	regional championship	A championship where competitors from a single region take part 
15073036	Grand Prix	High level sports competition, most often motor racing 
15073037	intercontinental tournament	Tournament where competitors from several continents take part 
15073038	continental tournament	Tournament where competitors from a single continent take part 
15073039	international tournament	Tournament where competitors from several nations take part 
15073040	national tournament	Tournament where competitors from a single nation take part 
15073041	inter-nations competition	Tournament where athletes from several nations take part 
15073042	inter-clubs competition	Tournament where competitors from several clubs take part 
15073043	friendly competition	Sports played but not in a tournament 
15073044	all-stars competition	Competition between teams made up of invited stars 
15073045	exhibition	demonstration 
15073046	Super Bowl	The American football final that determines the champion 
15073047	paralympic games	Olympic style Games for athletes with a disability 
15074000	rodeo	A discipline where wild horses or bulls must be mounted and mastered 
15074001	barrel racing	Rodeo discipline 
15074002	calf roping	Rodeo discipline 
15074003	bull riding	Rodeo discipline 
15074004	bulldogging	Rodeo discipline 
15074005	saddle bronc	Rodeo discipline 
15074006	bareback	Rodeo discipline 
15074007	goat roping	Rodeo discipline 
15075000	mini golf sport	A game where balls must be holed on an artificial course in as few strokes from the club as possible 
15076000	bandy	Played outdoors on ice. The size of the ice rink is about the size of a soccer field. Skates like ice hockey. A small hard ball is used for playing. Players play with sticks, much like in ice hockey, but the sticks are shorter and more rounded. 
15077000	flying disc	A group of events all played with a flying plastic disc. The exact regulation for the disc is different in different events but it has to be unbroken of solid plastic and a production model with no modification. Flying disc is sometimes called Frisbee. 
15077001	ultimate	Team game. Played outdoors on soccer-size field with 7 players per team and indoors with 5 players per team. Games are played to a preset number of goals. Goals are scored by passing the disc to a team-member catching it inside the goal area. 
15077002	guts	Team game where two teams of 5 players each face each other. Teams take turns to throw the disc towards the other team. Points are scored if the opposing team does not catch the disc. 
15077003	overall	Not an event in itself but in most competitions with individual events the winner of the competition will be awarded to the player with the highest combined score in the events. 
15077004	distance	The object is to throw the disc as far as possible. Each player get five throws per turn. Throws are made downwind. World record is over 200 meters. 
15077005	discathon	The object is to throw and run a park course of about 1 kilometre. Four players compete in each heat. They have two discs each. They may also carry a third disc in reserve. Where one thrown disc stops the second disc must be thrown. 
15077006	DDC	Abbreviation for Double Disc Court. Two players per team in a square 13x13 metre. The teams start with one disc per team and throw at each other. Discs are thrown back and forth until one or both hit the ground. 
15077007	SCF	Abbreviation for Self Caught Flights. Divided into two sub events called MTA (Maximum Time Aloft) and TRC (Throw Run Catch). In both sub events the player throws a disc and then runs to catch it with one hand before it hits the ground. 
15077008	freestyle	A judged event where groups of two or three players perform as many tricks as possible. In competitions the judges can use either a ranking system or set scores on presentation, execution and difficulty. 
15077009	accuracy	Each player has 28 throws from various distances and angles to throw the disc through a goal 1.5 x 1.5 meters. World record is 25 of 28 possible. 
15077010	disc golf	Much like golf but played with discs instead of balls and clubs. Instead of a hole in the ground there is a metal basket with light metal chains to throw the disc at. Players often carry discs specialized for long throws, right or left bends. 
15078000	floorball	Played indoors in a court the size of a basketball court. 6 players per team, of which one is a who plays in a kneeling position without a stick like in ice hockey. The other players use plastic clubs and a light plastic ball to pass and shoot goals. 
15079000	casting	Using fishing equipment to hit a target and score points 
15080000	tug-of-war	Two teams pulling against each other on a rope 
15081000	croquette	Using mallets to hit a ball through hoops 
15082000	dog racing	Dogs racing around a track 
15082001	sled	Harnessed to a sled 
15082002	oval track	Pursuing an artificial rabbit around an oval track 
15083000	skeleton	In skeleton the competitor lays on his/hers stomach when racing down the course. The competitor must be on the sled when crossing the finishing line. The total time of all races in a competition is added together. 
15084000	Australian rules football	Football played under Australian rules 
15085000	Canadian football	Football played under Canadian rules 
15086000	duathlon	Duathlon 
15087000	hornuss	Swiss team sport with 16 or 18 men per team. A rubber puck is hit towards the field of the adversary team which tries to hit the puck in the air with a wooden board thrown in the air 
15088000	fist ball	Men's team sport similar to volleyball (with a much lower net) executed mainly in gymnastics clubs 
15089000	inline skating	Competitive sports using inline skates 
15090000	grass ski	Alpine skiing on roller skis and grass 
15091000	snowbiking	Individual sport on snow on a snow bike, the athlete has two mini skis, previous name: ski bob 
15092000	twirling	Team competition with majorettes and a jury 
15093000	kendo	Japanese traditional martial art using a bamboo sword, sometimes called Japanese fencing. (Programme of National Sports Festival in Japan) 
15094000	jukendo	Japanese traditional martial art using a model rifle made of wood. *Juken* means a rifle or gun with blade (bayonet). (Programme of National Sports Festival in Japan) 
15095000	naginata	Japanese traditional martial art using a pole sword made of wood. *Naginata* means a spear with a curved blade. (Programme of National Sports Festival in Japan) 
15096000	kyudo	Japanese traditional martial art using a bamboo bow and arrows, sometimes called Japanese archery. (Programme of National Sports Festival in Japan) 
15097000	kabaddi	The attacking side scores by touching, and the side to guard scores by capturing. The attacker continues calling it *kabaddi*. 
15098000	sepak takraw	The game like volleyball which must not use a hand. The ball made of rattan is used. (Programme of National Sports Festival in Japan) 
15099000	wushu	Generally, Chinese traditional martial art. (Programme of National Sports Festival in Japan) 
15100000	darts	Two players compete by throwing metal darts at a wall-mounted circular board divided radially into segments of different scores 
15101000	bodybuilding	A person displays pronounced muscle tone and exaggerated muscle mass and definition for overall aesthetic effect 
15102000	sports disciplinary action	Actions, including fines and suspensions levied by sports organisations and teams 
15103000	sports awards	Awards and honors given by sports organisations or won by sports figures 
16000000	unrest, conflicts and war	Acts of socially or politically motivated protest and/or violence. 
16001000	act of terror	Act of violence, often deadly, designed to raise fear and anxiety in a population 
16002000	armed conflict	Disputes between opposing groups involving the use of weaponry, but not formally declared a war 
16003000	civil unrest	Dissatisfaction among the general population as evidenced by rallies, strikes, demonstrations or sabotage 
16003001	revolutions	An often violent change in a nation's system of government by internal forces that results in systematic social change. 
16003002	rebellions	Armed uprising by citizens of a nation with the intent to overthrow the government, without necessarily achieving social change 
16003003	political dissent	Disagreement between political groups, usually organized and sometimes resulting in imprisonment of the dissenters 
16003004	religious conflict	Conflicts involving religious differences 
16003005	social conflict	Conflicts involving social differences 
16004000	coup d'etat	The overthrow of an established government by an organized group, often the military or a political party 
16005000	guerrilla activity	Anti-government actions by clandestine groups using hit-and-run techniques or sabotage, kidnapping and the like 
16005001	bioterrorism	Use of biological agent to raise the level of fear within a population, whether deaths occur or not. 
16005002	bombings	Use of explosive devices against people, buildings or structures 
16006000	massacre	The death of a large group of people over a brief period of time 
16006001	genocide	Systematic killing of one clan, tribe or ethnic type by another 
16007000	riots	Violent, destructive demonstrations often involving injury to individuals and destruction of property 
16008000	demonstration	A public show of feeling or opinion, as by a mass meeting or parade 
16009000	war	A formal declaration of hostilities by one country against another 
16009001	civil war	Armed conflict between members of the same nation or geographical region, in some cases with a desire to divide the nation or region. 
16009002	international military intervention	Temporary use of international forces by invitation or by a decision of an outside body in another country or region for the purpose of resolving a crisis. 
16009003	prisoners and detainees	People captured and imprisoned by their enemy during war or armed conflict 
16010000	conflict (general)	A dispute which can be at several levels, 
16010001	peacekeeping force	Varied national military forces under unified international command to maintain order in disputed areas. 
16011000	crisis	Conflict of all kinds that rises to a level where, depending on events, governments can fall, war be declared or stock markets crash, or not 
16012000	weaponry	Armaments of all types used to conduct war 
17000000	weather	The study, reporting and prediction of meteorological phenomena. 
17001000	forecast	Prediction of the course of the weather in the future either near term or long term 
17002000	global change	The determination whether the Earth is getting warm, or colder, whether seas are rising or falling and the like 
17003000	report	Any distributed announcement about the weather 
17003001	weather news	General information about weather events 
17004000	statistic	Numerical facts about the weather such as temperature, barometric pressure, river levels, humidity, high and low tides and the like 
17005000	warning	Alerts to the general populace about severe weather coming their way 
